,Address,Total_Rec,Total_Sent,Balance,N_TX,N_Rec,N_Sent,Avg_Rec,Min_Rec,Max_Rec,Avg_Sent,Min_Sent,Max_Sent,Time_Between_FirstLast,Avg_Delta_Rec,Min_Delta_Rec,Max_Delta_Rec,Avg_Delta_Sent,Min_Delta_Sent,Max_Delta_Sent,Unique_Rec,Unique_Sent,Month,Class
1416,bc1qc67ggjj2zqf6xdqp7crfpvjml86lxe4x5qfkhv,890730,890730,0,2,1,1,890730.0,890730,890730,890730.0,890730,890730,91606,0.0,0,0,0.0,0,0,1,3,,0
1417,3CD5MxTxizULxixhnDV1suX3XKVbe5VLkz,723821,723821,0,4,2,2,361910.5,40141,683680,361910.5,40141,683680,2877476,0.0,0,0,0.0,0,0,1330,6,,0
1418,1FbLwNfHC596HgRySGPDYJc3eMoSy1BYQ2,1508407079,1508406345,734,1022,93,102,234652.69892473117,734,3192100,215055.69607843139,758,3192100,14887869,161824.66304347827,0,3153358,122373.71287128713,0,1725140,39,254,,1
1419,bc1qek025q8sp2y70a2xehupkcjzzfr87zy508tp42,1693390,1693390,0,2,1,1,1693390.0,1693390,1693390,1693390.0,1693390,1693390,835126,0.0,0,0,0.0,0,0,32,9,,0
1420,bc1qrqsafz9xh6vpj7f55hpk9m5w5q2p0s3sednl3ysfuavdtx4z670qde02kp,107858,107858,0,2,1,1,107858.0,107858,107858,107858.0,107858,107858,177582,0.0,0,0,0.0,0,0,69,159,,0
1421,bc1q0tawrypf6t7mcl5ktzddf9nn37mn5d2g8kw6ad,8700157,8700157,0,7,4,4,2175039.25,192124,3107387,2175039.25,192124,3107387,117218,0.0,0,0,39072.666666666664,0,117218,3,10,,0
1422,1DefyjibejSozRdZjPjKE1SQ7M1Z8UqBKU,34195842,34195842,0,146,92,93,329429.45652173914,15119,1100000,325960.9569892473,6859,1100000,34155739,375246.94505494507,0,19556235,371258.0326086957,0,19570402,64,573,,0
1423,bc1qm5hkk5j6u4fxc0cnhdzj3gafwuqtsjez36ykgh,1690318,1690318,0,6,5,5,338063.6,27800,1189812,338063.6,27800,1189812,223304,20865.0,2554,30813,0.0,0,0,5,167,,1
1424,1H7dSYvuVSihocj8f7HByDsGeoYt3bYsoW,445480,445480,0,2,1,1,445480.0,445480,445480,445480.0,445480,445480,1577,0.0,0,0,0.0,0,0,2,2,,0
1425,1H4LJFd2tvdfM2BNaDCCCkSrUmPGZix5eq,3592,0,3592,1,1,1,3592.0,3592,3592,0.0,0,0,0,0.0,0,0,0.0,0,0,1,1,,0
1426,351Fqdwix8q6xuSKFSFSTBv1gLqqgrx97t,228740,228740,0,2,1,1,228740.0,228740,228740,228740.0,228740,228740,0,0.0,0,0,0.0,0,0,1,9,,0
1427,35X5n3thgGoTSbjZoUbugpt7hH7KRvr8mQ,7144594998912,7144525818845,69180067,41720,100,100,27151256.28,330777,47201603,27122494.94,330777,47201603,245701,2481.8282828282827,0,23673,2481.8282828282827,0,23673,3,93,,0
1428,1BYucYpXCwK5Ef1uJF7JetNpaRiSqwRHWf,157451753,157451753,0,47,46,46,3422864.195652174,1636,78071634,3422864.195652174,1636,78071634,282869,4858.311111111111,4,46560,1427.6666666666667,0,64245,315,2702,,1
1429,bc1qamkptv44uyga0nsagxsk8mk7k4qjtdkvkydrkj,87476205,87476205,0,20,11,11,7952382.2727272725,308970,26598742,7952382.2727272725,308970,26598742,21833093,2183113.0,2610,11313566,2183048.3,0,11306870,66,149,,1
1430,bc1qqljdpsqh5nn8hq784n47r9kr896spe6m5pg227,593062630,593062630,0,171,62,63,5948013.935483871,9819,24437966,5856008.412698412,9819,24437966,29541323,410924.11475409835,0,3301964,476472.9516129032,0,4661167,93,1668,,1
1431,35SYCdjUADqpSmYnBnj8uVNQEgUUTaA1tT,9485803,9485803,0,19,11,11,862345.7272727273,268000,1563115,862345.7272727273,268000,1563115,11809867,1180535.3,3802,5640310,1111088.8,0,5399562,1641,568,,0
1432,bc1quv9ssk6hr8q823ayaw8tqj876tqcf3u7m30gpj,3600000,3600000,0,2,1,1,3600000.0,3600000,3600000,3600000.0,3600000,3600000,12714,0.0,0,0,0.0,0,0,1,15,,1
1433,36HygaNV5wUQ3RC8iEJFSoLeLSB1Uc9eWe,163563356,11563522,151999834,843,98,2,249388.18367346938,6400,5952807,4033437.5,2114068,5952807,1538537,15861.20618556701,66,115589,0.0,0,0,241,8099,,1
1434,3C98X8ijXo5UjkfJMqy7cQ1ug9qA2trbcg,6544997,6544997,0,62,31,31,211128.93548387097,128325,457889,211128.93548387097,128325,457889,22274114,735992.3,157431,1685259,742255.9666666667,9892,1796095,10534,47,,0
1435,36TQ6RTmDrrzEr24vzKRDd2CEm89kLewgR,975235,975235,0,2,1,1,975235.0,975235,975235,975235.0,975235,975235,14001,0.0,0,0,0.0,0,0,3,3,,0
1436,bc1qp9pnhpeg6l2sfdhta52h9hytth8ggy8xrrrad5,20773860,20773860,0,88,62,62,335062.2580645161,2955,1098995,335062.2580645161,2955,1098995,15419175,252587.83606557376,132,2145002,251228.26229508198,0,2694533,71,2757,,1
1437,1G2EHfyfxYSbCLi9nPK4bD5syFpBH8ZaTN,170483395,170483395,0,3774,1,2048,547.0,547,547,38606.19677734375,547,1029657,10633220,0.0,0,0,5194.538348803127,0,5795514,207,224,,0
1438,1Q1H43sGGgyAeSe8ayDcFgW4DwnNmUzy5D,1187606578,1187606578,0,910,57,58,2882552.0,27030,28963115,2843679.0172413792,27030,28963115,22441749,394927.46428571426,1047,2511870,393714.8947368421,0,2509011,7,201,,0
1439,16FXy2YUzbkWA9DYWCyEti3hBmV6tGgbc1,8330154,8330154,0,18,16,16,520634.625,11000,1300000,520634.625,11000,1300000,77153078,5447.933333333333,148,15357,63.333333333333336,0,950,73,185,,1
1440,bc1qqrmxtunaygjae57gk007umx6gg692tuucv3220,12214186,10072318,2141868,22,19,18,642851.8947368421,10007,4407739,559573.2222222222,10007,4407739,33874032,1881890.6666666667,2962,5844896,1896129.4705882352,77444,5980508,1,3,,0
1441,1V8sDo9pAJ7A68DeuJx8KDxGFZ9KUXPfJ,148577671,148577671,0,585,51,51,687872.6862745098,26146,4016041,687872.6862745098,26146,4016041,4511730,90179.9,467,454223,90127.62,0,469397,2400,4047,,0
1442,bc1q73uku09w88t4tqpzq6qynr8mtnanwaxwdfznapmm9x5gm6nrc33q2kvfvm,2870012,2870012,0,2,1,1,2870012.0,2870012,2870012,2870012.0,2870012,2870012,4339,0.0,0,0,0.0,0,0,1,3,,0
1443,38PHcqjow87gAYPGsyiB5niVE6una2P7ku,247228043,245805843,1422200,562,59,55,1001807.813559322,62430,15549515,1146410.490909091,62430,15549515,10867961,187378.6379310345,0,2223750,137498.74074074073,0,1637184,15397,359,,0
1444,3PQUMfBBRnsSTHsVjiobVzhejkjG8tNTBd,57345956,57345956,0,188,83,83,403110.3253012048,37505,1466118,403110.3253012048,37505,1466118,33480919,387659.60975609755,2352,14768355,405834.96341463417,0,15553497,3833,1,,0
1445,3GRNaAg4VjDF6DaQyDiY8dtLGGqjaxbSo4,436189,436189,0,4,2,2,218094.5,147039,289150,218094.5,147039,289150,2026,0.0,0,0,0.0,0,0,1090,3,,0
1446,1J9YpD5861cN4NC2gUKpBvWYp42v3DfVPU,10118868,10118868,0,5,4,4,2529717.0,124320,6506388,2529717.0,124320,6506388,769353,256431.66666666666,51792,458391,239187.0,0,458449,2,5,,1
1447,bc1qjzmkpl87e88hepmczmsf0m4kwayy38sass7lxm,15797354,15797354,0,2,1,1,15797354.0,15797354,15797354,15797354.0,15797354,15797354,6141,0.0,0,0,0.0,0,0,1,18,,1
1448,1Cf1FGtev3s7fQokjQTfdRWmp7QMYsZrqc,12095651,12095651,0,2,1,1,12095651.0,12095651,12095651,12095651.0,12095651,12095651,228791,0.0,0,0,0.0,0,0,1,2,,0
1449,18GfK3MqZKoamZWnpogvWRLcWKWv24h6Nn,21834656,21834656,0,3,2,2,10917328.0,273986,21560670,10917328.0,273986,21560670,8945324,0.0,0,0,0.0,0,0,15,4,,1
1450,1BWhRdSYcaqYP2NmeEdekusBhPon2tFHMa,5300020,5300020,0,4,2,2,2650010.0,2534178,2765842,2650010.0,2534178,2765842,8587867,0.0,0,0,0.0,0,0,18,4,,1
1451,bc1qd0myncasd5ssrc8m69nculcz2jh5krw707wt3c,161840378,161840378,0,156,56,56,2258432.1964285714,205601,7003586,2258432.1964285714,205601,7003586,8461117,153819.0181818182,195,1090344,153826.0,0,1092351,61,4932,,1
1452,bc1q0tj9nn8vjz996vw5ywd0mwc240n8zefuejax52,156375,156375,0,3,2,2,78187.5,44206,112169,78187.5,44206,112169,855422,0.0,0,0,0.0,0,0,4,4,,1
1453,bc1qmmtyguygfh3kxqy68yd2nms0uzq4dhvexlps7u,7310441,7310441,0,6,3,3,2436813.6666666665,2264191,2586250,2436813.6666666665,2264191,2586250,1609986,700500.0,591549,809451,776115.0,772879,779351,3,32,,1
1454,1MdYWb6zjzQwAjn3ZxPYGNmUPKMXhAPSxU,222637,222637,0,2,1,1,222637.0,222637,222637,222637.0,222637,222637,38966,0.0,0,0,0.0,0,0,1,3,,1
1455,3Miwe58smcB9c6UU7yPJiHtkmx6dTJ6ok5,13262970,13262970,0,2,1,1,13262970.0,13262970,13262970,13262970.0,13262970,13262970,2688,0.0,0,0,0.0,0,0,1,3,,0
1456,1Ask2y8GHkoh3foBNys4z9sHvQLwUh9Jib,703289,703289,0,2,1,1,703289.0,703289,703289,703289.0,703289,703289,74169,0.0,0,0,0.0,0,0,502,4,,0
1457,3HHJkPodegDotFFWnK24opL7kZg5SiFi42,421739498,421732201,7297,35,18,17,23429972.111111112,7297,100000000,24807776.529411763,990835,100000000,34838795,2049273.1764705882,3424,16594835,2170990.8125,7210,22814496,2184,14,,0
1458,13bQWLGQydef2buT6TYC2Pz1hdb8jvSzvS,1088556674,1088556674,0,61,36,36,30237685.388888888,10000,107853000,30237685.388888888,10000,107853000,2477424,64783.02857142857,0,349972,70760.4,0,355876,75,1119,,1
1459,3J7cUjBZxvGRCwFBz3q23zAsnhFfZrDSSU,355748272656,355487694826,260577830,13756,100,100,25229335.95,1686915,241158835,25249253.23,1749262,241171267,143643,1450.939393939394,0,14402,1450.939393939394,0,14402,0,85,,0
1460,1E4yQrKkSXno5VUWc9MuWGtvgvEJ4SrJmz,15980574,15980574,0,5,3,3,5326858.0,317289,15285254,5326858.0,317289,15285254,3462973,14472.0,3360,25584,1670260.5,0,3340521,19,3,,0
1461,bc1q68m3csh0llkhcvngpc5kl7dlxq802g2xth2xgp,263786,263786,0,2,1,1,263786.0,263786,263786,263786.0,263786,263786,278852,0.0,0,0,0.0,0,0,1,158,,0
1462,3FyPJBaymuwZWqEQScRTpzsVBKzxeRkvx5,99001984,99001984,0,79,42,42,2357190.095238095,41119,18220528,2357190.095238095,41119,18220528,82186920,1980334.219512195,4139,10979930,1776685.512195122,0,11903473,4313,205,,1
1463,bc1qk4e7zhm67f5fnqd7tfkjy2cn8cxvz9ar7z8j7h,15241691,15241691,0,15,8,8,1905211.375,4095,2862937,1905211.375,4095,2862937,3699984,525591.4285714285,15263,1914109,527966.7142857143,0,1784854,36,130,,1
1464,3MDzQgmjxUt2T9nqM5yCzGLDAa3RGWEVqb,16230796426,16228911010,1885416,11422,103,141,2731025.145631068,1977,18071681,2448194.7517730496,1977,19008616,4913771,31281.93137254902,0,1642672,35098.19285714286,0,3365686,140,246,,0
1465,19rVj8SjWCmx5FUhWxmKrVWoe3hFzyeS4Q,36159965,36159965,0,34,23,23,1572172.391304348,117000,7688088,1572172.391304348,117000,7688088,20251337,920510.6363636364,584,15037426,920370.7727272727,0,15058659,20,386,,1
1466,1EajcWEwo5eYgoRegmt7yFn8q8YhFUegcW,29456645,29456645,0,75,38,38,775174.8684210526,61929,8498799,775174.8684210526,61929,8498799,24944378,674086.8378378379,6465,3021211,673995.0810810811,0,3023994,2757,2998,,1
1467,37F7N94tw2MVC932s1pa4wDSASL5owiusk,126503,126503,0,2,1,1,126503.0,126503,126503,126503.0,126503,126503,24050,0.0,0,0,0.0,0,0,54,18,,1
1468,1MyjpFCgvcb9imz5Kmf7wot1ZfekoT68Hd,624253,624253,0,10,8,8,78031.625,38064,150000,78031.625,38064,150000,10002302,1428900.2857142857,10265,5235827,1428900.2857142857,0,8554517,4,64,,0
1469,bc1qlts5j6hjegy6h28fkhysd8cxng8cnhnytmhn93,4903000,4903000,0,4,2,2,2451500.0,1928000,2975000,2451500.0,1928000,2975000,13112,0.0,0,0,0.0,0,0,11,96,,1
1470,1FZXSaCsDMrvi1qWbXyg4v2NMSBVP14cyd,1903940,1903940,0,2,1,1,1903940.0,1903940,1903940,1903940.0,1903940,1903940,132479,0.0,0,0,0.0,0,0,1,3,,0
1471,3DGxAYYUA61WrrdbBac8Ra9eA9peAQwTJF,238023687758330,237958927629373,64760128957,158188,102,94,386338083.1372549,1139274,1769968950,368284361.34042555,1937214,1769968950,116491,1153.3762376237623,0,19518,1191.5913978494623,10,19518,55,53,,0
1472,19yXdhfcsUc4dB5tfxrHuLyN27PubycNJj,262594714,0,262594714,2,2,1,131297357.0,10000,262584714,0.0,0,0,237033,0.0,0,0,0.0,0,0,2,1,,1
1473,13MykQ5NrGYYnRd1K4w1KYp3snAcNJJVJw,6810000,6810000,0,2,1,1,6810000.0,6810000,6810000,6810000.0,6810000,6810000,150992,0.0,0,0,0.0,0,0,4,2,,1
1474,bc1qsx5jpxcjupx7av59a30ekq8ptrqxrsptlqnw6m,31749901,31749901,0,23,18,18,1763883.388888889,3440,17628312,1763883.388888889,3440,17628312,1400199,78210.17647058824,0,340609,60833.82352941176,0,650852,75,840,,1
1475,149bQNnRWENRt9DBQAjM1AwHYX6WNgZ7Ro,965871,965871,0,2,1,1,965871.0,965871,965871,965871.0,965871,965871,2049540,0.0,0,0,0.0,0,0,86,2,,1
1476,1GQuUGyngmpQErRXkVZJqP3KKpRtiyWuhr,960461,960461,0,6,5,5,192092.2,58847,426998,192092.2,58847,426998,1085699,110.0,0,440,0.0,0,0,141,6,,0
1477,1PzinMh6xbzkGEpGWagoWudr7H4ZYAyTmm,1049619471,1049619471,0,56,28,28,37486409.678571425,3387627,161815629,37486409.678571425,3387627,161815629,61706929,2284756.037037037,1936,13917323,2283980.037037037,2423,13910691,766,116,,0
1478,18BNYBKvtsEL8DdZkqxLLFpsaagW4fHtPe,1624417,1624417,0,2,1,1,1624417.0,1624417,1624417,1624417.0,1624417,1624417,9176,0.0,0,0,0.0,0,0,1,8,,1
1479,1PRh3UCkY1UCTwB8Wvcc2s8LtcZyUugicz,1964931,1964931,0,3,2,2,982465.5,216631,1748300,982465.5,216631,1748300,2433153,0.0,0,0,0.0,0,0,2,3,,0
1480,17ybcPXP7cUfuk8BExuz32XcCH3crTBEWC,4317,0,4317,1,1,1,4317.0,4317,4317,0.0,0,0,0,0.0,0,0,0.0,0,0,1,1,,1
1481,1GhVRNEQXWzw5FPQnMzA2XaxjtFgbP4FuJ,61680862,61680862,0,82,41,41,1504411.268292683,86287,13949002,1504411.268292683,86287,13949002,45475029,1136197.825,3743,9002433,1130755.025,1,8899204,2539,47,,0
1482,bc1qtq0edsgl4qxak9q3pawl483q7wdk5u4ukfwpxf,31258163,31258163,0,8,7,7,4465451.857142857,673834,20613637,4465451.857142857,673834,20613637,741112,120887.0,3889,379880,122870.5,15790,379880,1,65,,1
1483,bc1qdh02tnfsj6nd29u2lq6h68sewy5q2gj53v5dxv,9044653795,0,9044653795,2,2,1,4522326897.5,4044653795,5000000000,0.0,0,0,692582,0.0,0,0,0.0,0,0,9,1,,1
1484,bc1qaf9p9k6z9fll4mzw87mwtvwtcvz2prxj9rvrfw,11171461,11171461,0,2,1,1,11171461.0,11171461,11171461,11171461.0,11171461,11171461,987,0.0,0,0,0.0,0,0,1,42,,1
1485,bc1qvxnf3nnxe65r8v6dqwdmgsexzhvdaj3lwfas9z,6974079,0,6974079,50,50,1,139481.58,30000,840000,0.0,0,0,30446618,621359.5510204082,89571,4047696,0.0,0,0,2,2,,0
1486,bc1qsasujpyya7w38zs6g0czzqtkku2c6tmsx5hv7v,56752007,56752007,0,122,60,62,759746.3,4000,2586166,742883.1129032258,4000,2586166,16937645,278003.406779661,615,1995850,277666.31147540984,0,2047368,283,7865,,1
1487,1Jwi61jFcAnw5qD8Bf9owuiUzAaRM25VsM,4393580,4393580,0,6,3,3,1464526.6666666667,188714,3750000,1464526.6666666667,188714,3750000,224485,111594.5,87146,136043,111450.0,87817,135083,2,219,,0
1488,3D89j9YZCbBq44qyaq98w54WXCUmArq134,43966338,43966338,0,31,17,17,2586255.1764705884,410500,8622290,2586255.1764705884,410500,8622290,57628060,3599671.625,1999,22119718,3599744.625,0,22112412,521,234,,0
1489,1ENfc8oMo1DtdWsmkrWmLJ2jDxx1BnesGU,37846,37846,0,2,1,1,37846.0,37846,37846,37846.0,37846,37846,1044909,0.0,0,0,0.0,0,0,1,1,,1
1490,bc1qy9lz9mhj5k8h7424x6krpemy03sr9mng2e26aq,7058730,7058730,0,2,1,1,7058730.0,7058730,7058730,7058730.0,7058730,7058730,65691,0.0,0,0,0.0,0,0,2,3,,0
1491,bc1qrugaq9kgcf6t2ucw5m87ncucxfg3pzpy0z7q87,1495184,1495184,0,2,1,1,1495184.0,1495184,1495184,1495184.0,1495184,1495184,1138,0.0,0,0,0.0,0,0,1,3,,0
1492,36ajd9SYTf2MitMHp4nn3HvcbTKenWG5BC,16171,16171,0,2,1,1,16171.0,16171,16171,16171.0,16171,16171,1880,0.0,0,0,0.0,0,0,41,96,,0
1493,1F7SFeHKYFuprkzaQaiN2GoHK8zHgcDnFH,100706,100706,0,2,1,1,100706.0,100706,100706,100706.0,100706,100706,29948041,0.0,0,0,0.0,0,0,72,2,,0
1494,19WsH4v6Ukg2d2zSxyug5a5NJsmKJKhYzA,34027003,34027003,0,14,7,7,4861000.428571428,1047842,11625588,4861000.428571428,1047842,11625588,31889347,5313499.0,888067,12712049,5313301.833333333,872873,12763957,17,16,,0
1495,1KRBwS7KubUDJE1xy81QVCCgLbWoAJZve3,27833814,27833814,0,6,3,3,9277938.0,5407000,16466814,9277938.0,5407000,16466814,1136128,567562.5,154092,981033,567856.0,153390,982322,6,67,,0
1496,bc1q86g8ftj0w84j8uakzn6xvtywmuflm5ejehpfc7,28091,28091,0,2,1,1,28091.0,28091,28091,28091.0,28091,28091,5000,0.0,0,0,0.0,0,0,1,58,,0
1497,bc1qv9yldzzn8f50jtt3vfp5uq5qm8yhr09lfefdqe,41224546049,40813975753,410570296,1574,100,97,14474436.07,234134,215684911,14171374.948453609,234134,219689649,1945346,19649.959595959597,24,139155,20264.020833333332,0,140013,187,139,,0
1498,3PD4dBwavCiCFpEoz4RpyrnSDB8528aisM,54472888,54472888,0,93,47,47,1158997.6170212766,24107,11787616,1158997.6170212766,24107,11787616,54083507,1175703.652173913,286,33433239,1175653.1304347827,0,33431636,4709,388,,0
1499,bc1qd79ypayqr03lmvcqc40udn6yuq4mve34ychy6a,5689840177700,5689026559103,813618597,8570,100,101,197715889.26,1002378,828678026,196679397.18811882,1002378,828678026,585960,5918.787878787879,6,84969,5859.6,0,84969,49,69,,0
1500,1CBMYEwcUJq61bf8d14Qcj5VKFxhASAZwV,6030506,6030506,0,48,38,38,158697.52631578947,32100,560000,158697.52631578947,32100,560000,40162008,884763.2972972973,42616,5277750,958556.9189189189,0,30640895,514,196,,0
1501,bc1qwygyj53u9uerhcv30fjwtu9scvzrrsenayj34z,7439078,7439078,0,33,21,21,354241.8095238095,9783,1068443,354241.8095238095,9783,1068443,18667751,933198.65,27,4912575,930479.0,0,4916793,13,612,,1
1502,1M4wy5VoXHxVE8cKyTS9C7ViyhptPEEHP5,62788393,62788393,0,7,6,6,10464732.166666666,6027569,11791000,10464732.166666666,6027569,11791000,2112499,155160.2,30871,270497,0.0,0,0,16,21,,1
1503,39SDfmsEKbCb5QLvV9Hui7vsDmwtnPsa4L,163816,0,163816,1,1,1,163816.0,163816,163816,0.0,0,0,0,0.0,0,0,0.0,0,0,2,0,,0
1504,1FHpsqCajfsWtQViRFxYTEfkiUVcdXraof,332576283,332576283,0,207,57,58,4390442.192982456,39604,59875537,4318262.586206896,39604,59875537,26610785,467555.6964285714,360,4342573,466855.8771929825,0,4311495,260,2949,,1
1505,bc1qmtjzxhs5w73jmkylrte9ahyv7myklq69evvt8u,6831101,6831101,0,70,58,58,117777.60344827586,2176,410000,117777.60344827586,2176,410000,3026422,53086.87719298246,766,252114,49725.68421052631,0,495220,57,1072,,1
1506,bc1qml7anxmt8jta2u4vc5zkpsg5ty2jfqcwuzv32w,22741,22741,0,2,1,1,22741.0,22741,22741,22741.0,22741,22741,1133,0.0,0,0,0.0,0,0,9,3,,0
1507,bc1qf76tp8g7w2e05hu49rmpzgtudkcfeetm08c7jr,46877307,0,46877307,1,1,1,46877307.0,46877307,46877307,0.0,0,0,0,0.0,0,0,0.0,0,0,2,14,,1
1508,bc1q92nxq2qmkaet68700909jhe92xe5574cjnw9ez,236075938,236066642,9296,162,88,88,1593617.9090909092,9296,12831233,1619133.6363636365,11538,12831233,18689357,213316.89655172414,70,6683456,214820.19540229885,0,6681880,26,17,,1
1509,31i9bDmXEgrJ1CKj8CitfDjxgCqd4BSp4M,89084097,89084097,0,197,51,52,550193.4901960784,41463,2366183,557664.5,41463,2366183,19851080,394202.54,1455,2123664,389236.862745098,0,2132256,9845,1028,,1
1510,3JC9GUEwgJ1v8tdrDmgXUfdXqKiANVtSiL,1123813,1123813,0,4,2,2,561906.5,93628,1030185,561906.5,93628,1030185,2246545,0.0,0,0,0.0,0,0,219,2,,0
1511,1J8dJRmUaHVgjsCXX9ZZXPagtzKTTUqJz6,6200803,6200803,0,2,1,1,6200803.0,6200803,6200803,6200803.0,6200803,6200803,3743,0.0,0,0,0.0,0,0,1,4,,1
1512,1F15SZGCM5L1hEHsmZ9yQK8nmoVTboKKw4,13709024,13709024,0,3,2,2,6854512.0,3709024,10000000,6854512.0,3709024,10000000,86209,0.0,0,0,0.0,0,0,1,3,,1
1513,36LgXSeZh5C8s5fosHQkcYbYHaRTUFdnPm,55039897,55039897,0,74,37,37,1487564.7837837837,884351,2367578,1487564.7837837837,884351,2367578,26600154,736712.5,368767,2178130,722099.2222222222,275567,2322793,87,79,,0
1514,bc1qnjszupnshrjzpaaugwnvwtncd2w9456gur6g0l,685668284,685668284,0,2,1,1,685668284.0,685668284,685668284,685668284.0,685668284,685668284,472387,0.0,0,0,0.0,0,0,588,56,,1
1515,1Kpper1phERjkVnxLe2hXThY395sVmKhfz,35882,35882,0,2,1,1,35882.0,35882,35882,35882.0,35882,35882,208171,0.0,0,0,0.0,0,0,2,2,,0
1516,1zJRsuq5jXyX5fCbqLC5DjZys9Hj5BjLE,822791069327,822791069327,0,42373,60,60,19108450.15,22518,51331287,19108450.15,22518,51331287,38681936,655518.3220338983,3948,10972614,655626.033898305,0,11066869,101,155,,0
1517,1ANtBtWfYexf26x2dahVNVHZ9SFBtyTLB3,2131064,2131064,0,8,4,4,532766.0,11792,1511000,532766.0,11792,1511000,31848589,10527147.666666666,966865,28997833,10600764.666666666,1294097,28684661,678,28,,1
1518,1DvLvutrSH1spH5L1W6igPPFiXM7YJUFV1,657244,657244,0,2,1,1,657244.0,657244,657244,657244.0,657244,657244,2646,0.0,0,0,0.0,0,0,2,37,,0
1519,1HosvJUvamSuvz8ZTdWLeymg9gGbGmx29U,310000000,310000000,0,3,2,2,155000000.0,10000000,300000000,155000000.0,10000000,300000000,499,0.0,0,0,0.0,0,0,4,87,,1
1520,bc1qzc8rdyrq5y2mllkm5kg224hakpqnlkqcdeuyhe,1000202,1000202,0,2,1,1,1000202.0,1000202,1000202,1000202.0,1000202,1000202,138,0.0,0,0,0.0,0,0,1,1,,0
1521,3CeMt7M31Q2L763J3fiUKfz7RxTV6xxCZa,12622348,12622348,0,2,1,1,12622348.0,12622348,12622348,12622348.0,12622348,12622348,2824,0.0,0,0,0.0,0,0,1,3,,0
1522,bc1q0q533aj2gqvtmgetv5uegc82c7hxqq27tg35hs,1002093,1002093,0,2,1,1,1002093.0,1002093,1002093,1002093.0,1002093,1002093,3271862,0.0,0,0,0.0,0,0,17,1,,1
1523,35KHNB5ovpYTU5d4rHZzTSy2Kc8tFbZopd,396997109,396997109,0,468,55,58,3507095.7818181817,114878,19400953,3383158.8103448274,114878,19400953,15270956,282557.25925925927,50,2346150,267788.77192982455,0,2386897,2556,192,,1
1524,3Bz2eoySLMjBr2g7VR66PJ8mXnsRs7oCiU,788736,788736,0,2,1,1,788736.0,788736,788736,788736.0,788736,788736,2766,0.0,0,0,0.0,0,0,370,1,,0
1525,38eDkCSaNr86Yp2HbR6JQimf3Fp8rKfnbY,4750000,4750000,0,2,1,1,4750000.0,4750000,4750000,4750000.0,4750000,4750000,12358,0.0,0,0,0.0,0,0,311,2,,0
1526,36km7PfHEPWH8L7adyjF35tcbco2g554aB,12456791007,12456791007,0,91,61,61,204209688.63934427,1209414,2030000000,204209688.63934427,1209414,2030000000,31437059,518386.48333333334,0,15217100,523714.4666666667,0,14860037,552,395,,0
1527,3E9MCG9N1fQEPYkseUSDCo5o7tcWJfhAr9,45553628,44321280,1232348,274,62,65,259429.14516129033,4898,994526,244918.0923076923,52446,994526,19837211,296275.62295081967,17,8144462,309956.421875,0,8181537,8874,149,,0
1528,1NHwavzCwrFAKSXEgo5vQv2K2BHQQohQ3x,6230505,6230505,0,2,1,1,6230505.0,6230505,6230505,6230505.0,6230505,6230505,21388,0.0,0,0,0.0,0,0,2,3,,0
1529,31wrujVVhf92puvwe4uE1cDgKNc4gXuQRz,2580228520217,2580228520217,0,66423,1,508,0.0,0,0,14389398.568897638,546,69997222,53519605,0.0,0,0,105561.35108481262,0,52954005,15180,1096,,0
1530,3GAKX1qNY7Y3XKe9kdHmiBzMZgS6EgJxAH,36737408,36737408,0,53,27,27,1360644.7407407407,18584,11389254,1360644.7407407407,18584,11389254,31625271,1171439.9615384615,238,9047135,1216219.0384615385,0,8871072,3970,1425,,0
1531,bc1qhq3wal4nv6p9s292zz5zwv830c0mp9mnr8yjk8,88792901,88792901,0,19,10,10,8879290.1,10000,36511450,8879290.1,10000,36511450,16235307,1650967.5555555555,393,6730559,1784592.2222222222,0,5328627,23,254,,1
1532,1C5CfDDYYRxYQw9NqbxEPw2cs8CQgsqWpq,3000000,3000000,0,2,1,1,3000000.0,3000000,3000000,3000000.0,3000000,3000000,22021,0.0,0,0,0.0,0,0,10,6,,1
1533,3CsYjLCrjv6oMGdTzmWyai5VPhoZb9U9y8,1202084,1202084,0,2,1,1,1202084.0,1202084,1202084,1202084.0,1202084,1202084,300,0.0,0,0,0.0,0,0,1,2,,1
1534,35gmUrkZALpxMJM5D6PaDYbagsrBM5Fmky,210619,210619,0,2,1,1,210619.0,210619,210619,210619.0,210619,210619,3488,0.0,0,0,0.0,0,0,26,6,,0
1535,bc1qqxxa90tzknurfgrludflprc0xm8w73a8zrmdgu,6795940,6795940,0,2,1,1,6795940.0,6795940,6795940,6795940.0,6795940,6795940,30807,0.0,0,0,0.0,0,0,1,48,,1
1536,bc1qh495xdkq4s3yk4hvfc2l3sye2qnleukn952lhu,490345488,490345488,0,11,10,10,49034548.8,47172750,51645618,49034548.8,47172750,51645618,303,9.88888888888889,9,12,32.44444444444444,9,214,1,10,,0
1537,1Gc7kFUnWCqQJYBpzKVUqTLJBZ2dsZBQfg,93497587,0,93497587,1,1,1,93497587.0,93497587,93497587,0.0,0,0,0,0.0,0,0,0.0,0,0,1,1,,0
